id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
22913,Koregaon Park,2221,5,1,2006,Yes,6351705,19,2859.840162,No,Yes
22914,Kalyani Nagar,3014,1,2,1999,No,11716872,26,3887.482415,Yes,Yes
22915,Kalyani Nagar,2431,4,2,2020,No,6817095,5,2804.234883,No,Yes
22916,Viman Nagar,2446,5,2,2014,Yes,12509068,11,5114.091578,Yes,Yes
22917,Koregaon Park,2651,2,1,1994,No,7422141,31,2799.751415,No,Yes
22918,Koregaon Park,2557,2,2,2003,Yes,10573053,22,4134.944466,Yes,Yes
22919,Kalyani Nagar,2107,5,1,1981,Yes,5603650,44,2659.53963,No,Yes
22920,Koregaon Park,3019,4,2,2007,No,4197716,18,1390.432594,No,No
22921,Kalyani Nagar,2097,2,2,1998,No,10214379,27,4870.948498,Yes,Yes
22922,Kalyani Nagar,3077,1,2,1996,Yes,12501111,29,4062.759506,Yes,Yes
22923,Pimpri-Chinchwad,2021,5,2,2008,No,4988783,17,2468.472538,No,No
22924,Koregaon Park,2277,2,3,1996,Yes,3205826,29,1407.916557,No,No
22925,Hinjewadi,930,1,3,2005,Yes,11155813,20,11995.49785,Yes,Yes
22926,Koregaon Park,1345,2,2,1982,No,5851869,43,4350.83197,No,Yes
22927,Koregaon Park,1888,3,1,2001,No,6783971,24,3593.204979,No,Yes
22928,Viman Nagar,1466,2,2,1993,No,11341457,32,7736.328104,Yes,Yes
22929,Hinjewadi,2645,3,2,2009,No,4633706,16,1751.873724,No,No
22930,Hinjewadi,1902,1,3,2005,No,13417162,20,7054.238696,Yes,Yes
22931,Viman Nagar,2890,1,2,1989,No,10957644,36,3791.572318,Yes,Yes
22932,Viman Nagar,2909,4,3,1983,No,13037908,42,4481.920935,Yes,Yes
22933,Koregaon Park,1532,4,2,1988,Yes,9233845,37,6027.313969,No,Yes
22934,Pimpri-Chinchwad,3443,1,3,1990,No,14162678,35,4113.470229,Yes,Yes
22935,Viman Nagar,2966,5,2,2005,Yes,6240101,20,2103.877613,No,Yes
22936,Hinjewadi,2877,5,1,2005,No,14727928,20,5119.196385,Yes,Yes
22937,Hinjewadi,2251,4,1,2002,Yes,7919403,23,3518.171035,No,Yes
22938,Koregaon Park,1412,3,1,1980,No,14616222,45,10351.43201,Yes,Yes
22939,Pimpri-Chinchwad,2768,2,1,2014,No,11242520,11,4061.604046,Yes,Yes
22940,Kalyani Nagar,1654,4,1,1989,Yes,3419807,36,2067.597944,No,No
22941,Viman Nagar,1610,3,2,2008,No,13217873,17,8209.859006,Yes,Yes
22942,Viman Nagar,3493,1,1,1987,No,9632357,38,2757.617234,No,Yes
22943,Koregaon Park,1105,1,3,1990,Yes,7360472,35,6661.060633,No,Yes
22944,Pimpri-Chinchwad,2693,5,2,2005,No,13072924,20,4854.409209,Yes,Yes
22945,Hinjewadi,2119,5,2,2018,Yes,5058089,7,2387.016989,No,Yes
22946,Hinjewadi,2059,5,1,1987,Yes,9501622,38,4614.677999,No,Yes
22947,Kalyani Nagar,1085,2,1,2006,No,7072522,19,6518.453456,No,Yes
22948,Hinjewadi,1808,1,3,2013,No,12872353,12,7119.66427,Yes,Yes
22949,Viman Nagar,1687,3,3,1991,Yes,3839797,34,2276.109662,No,No
22950,Kalyani Nagar,3133,3,1,2008,No,4153967,17,1325.875199,No,No
22951,Pimpri-Chinchwad,1568,3,1,2003,No,5255916,22,3351.987245,No,Yes
22952,Kalyani Nagar,2236,2,2,1982,Yes,10534989,43,4711.533542,Yes,Yes
22953,Pimpri-Chinchwad,2921,2,2,2001,Yes,14702440,24,5033.358439,Yes,Yes
22954,Hinjewadi,3021,1,1,1980,Yes,3964763,45,1312.400861,No,No
22955,Koregaon Park,1112,4,2,1993,Yes,13227554,32,11895.28237,Yes,Yes
22956,Kalyani Nagar,1390,5,2,1989,No,2212358,36,1591.62446,No,No
22957,Kalyani Nagar,2041,2,3,1982,Yes,12295524,43,6024.264576,Yes,Yes
22958,Viman Nagar,2924,2,2,2017,Yes,10727329,8,3668.717168,Yes,Yes
22959,Viman Nagar,3154,5,1,2009,No,6597534,16,2091.798985,No,Yes
22960,Pimpri-Chinchwad,3219,2,3,1981,Yes,10890886,44,3383.313451,Yes,Yes
22961,Koregaon Park,1133,2,1,1993,No,14188173,32,12522.65931,Yes,Yes
22962,Viman Nagar,3132,2,2,2011,No,13459981,14,4297.567369,Yes,Yes
22963,Viman Nagar,2029,2,2,1982,No,8200738,43,4041.76343,No,Yes
22964,Hinjewadi,2695,2,1,1980,Yes,2602105,45,965.5306122,No,No
22965,Hinjewadi,2783,5,1,2009,Yes,8292437,16,2979.67553,No,Yes
22966,Viman Nagar,2135,2,3,1993,Yes,5331583,32,2497.228571,No,Yes
22967,Pimpri-Chinchwad,2598,1,2,2010,No,4417793,15,1700.459199,No,No
22968,Koregaon Park,2603,5,1,2019,Yes,2466022,6,947.3768728,No,No
22969,Viman Nagar,2559,2,2,1988,No,9727150,37,3801.152794,No,Yes
22970,Pimpri-Chinchwad,1588,2,2,2001,Yes,14019229,24,8828.229849,Yes,Yes
22971,Pimpri-Chinchwad,835,4,2,2015,Yes,13999768,10,16766.18922,Yes,Yes
22972,Viman Nagar,1344,3,2,1991,Yes,10317532,34,7676.735119,Yes,Yes
22973,Pimpri-Chinchwad,1234,1,3,2005,Yes,7443986,20,6032.403566,No,Yes
22974,Kalyani Nagar,3152,3,1,1995,No,11302318,30,3585.760787,Yes,Yes
22975,Pimpri-Chinchwad,1512,3,1,2003,No,12458755,22,8239.917328,Yes,Yes
22976,Viman Nagar,1254,5,2,2020,No,9310929,5,7424.983254,No,Yes
22977,Pimpri-Chinchwad,1073,4,2,1991,Yes,5562631,34,5184.185461,No,Yes
22978,Viman Nagar,2230,4,2,2015,Yes,3284318,10,1472.788341,No,No
22979,Hinjewadi,3123,3,1,2015,No,10648685,10,3409.761447,Yes,Yes
22980,Viman Nagar,2808,2,1,2008,No,10232358,17,3644.002137,Yes,Yes
22981,Pimpri-Chinchwad,1283,1,3,2005,No,11120477,20,8667.558067,Yes,Yes
22982,Viman Nagar,852,2,1,2017,No,8319521,8,9764.696009,No,Yes
22983,Koregaon Park,1629,3,3,1983,No,5098296,42,3129.709024,No,Yes
22984,Viman Nagar,2995,2,3,1984,Yes,12693281,41,4238.157262,Yes,Yes
22985,Viman Nagar,1080,4,3,1998,No,8616005,27,7977.782407,No,Yes
22986,Koregaon Park,1149,1,2,2014,No,14543881,11,12657.85988,Yes,Yes
22987,Koregaon Park,1181,2,1,1984,Yes,7483492,41,6336.572396,No,Yes
22988,Koregaon Park,1538,1,2,1986,No,9368920,39,6091.625488,No,Yes
22989,Kalyani Nagar,2557,5,3,2011,Yes,2075202,14,811.5768479,No,No
22990,Viman Nagar,1199,3,1,1982,Yes,14562793,43,12145.78232,Yes,Yes
22991,Koregaon Park,2678,4,1,2003,No,7728800,22,2886.034354,No,Yes
22992,Koregaon Park,1755,2,1,2000,Yes,7533071,25,4292.348148,No,Yes
22993,Hinjewadi,2026,3,1,1985,Yes,8193800,40,4044.323791,No,Yes
22994,Kalyani Nagar,2475,2,3,2012,Yes,7753380,13,3132.678788,No,Yes
22995,Viman Nagar,1922,5,2,1986,No,9400204,39,4890.844953,No,Yes
22996,Pimpri-Chinchwad,996,4,2,1983,Yes,4487218,42,4505.238956,No,No
22997,Kalyani Nagar,3206,1,2,1985,No,9319857,40,2907.004679,No,Yes
22998,Kalyani Nagar,2647,3,2,2018,Yes,3182174,7,1202.181337,No,No
22999,Hinjewadi,1989,1,3,2017,Yes,3920332,8,1971.006536,No,No
23000,Viman Nagar,1813,5,1,1995,No,5295148,30,2920.655268,No,Yes
23001,Viman Nagar,2356,1,2,2012,No,13757438,13,5839.320034,Yes,Yes
23002,Koregaon Park,1939,1,2,1982,No,4591137,43,2367.785972,No,No
23003,Koregaon Park,1964,1,1,1985,No,11868178,40,6042.860489,Yes,Yes
23004,Kalyani Nagar,2509,3,1,1995,No,3120343,30,1243.660024,No,No
23005,Hinjewadi,2158,2,2,1993,Yes,5204363,32,2411.660334,No,Yes
23006,Viman Nagar,2122,2,2,1989,Yes,11598323,36,5465.750707,Yes,Yes
23007,Hinjewadi,1878,4,2,2017,Yes,12896634,8,6867.217252,Yes,Yes
23008,Pimpri-Chinchwad,2026,5,1,2008,No,11901826,17,5874.543929,Yes,Yes
23009,Viman Nagar,2949,5,1,1999,Yes,6852137,26,2323.545948,No,Yes
23010,Koregaon Park,1382,1,1,2013,No,12770061,12,9240.275687,Yes,Yes
23011,Kalyani Nagar,904,5,1,2008,Yes,7871899,17,8707.852876,No,Yes
23012,Hinjewadi,2817,2,3,2022,Yes,4081109,3,1448.742989,No,No
23013,Koregaon Park,1529,4,1,2018,No,3600610,7,2354.879006,No,No
23014,Kalyani Nagar,2711,5,1,1980,No,6650863,45,2453.287717,No,Yes
23015,Koregaon Park,2202,5,2,1980,No,3316857,45,1506.292916,No,No
23016,Viman Nagar,2504,4,3,1986,No,2136687,39,853.3095048,No,No
23017,Hinjewadi,3029,3,2,1983,No,11526089,42,3805.245626,Yes,Yes
23018,Pimpri-Chinchwad,2369,5,3,2016,Yes,11918157,9,5030.880962,Yes,Yes
23019,Koregaon Park,1140,5,3,2012,Yes,8491108,13,7448.340351,No,Yes
23020,Hinjewadi,1713,4,1,2013,Yes,7953428,12,4642.981903,No,Yes
23021,Viman Nagar,2155,1,1,1995,No,14304994,30,6638.04826,Yes,Yes
23022,Koregaon Park,2164,4,2,1980,Yes,9448509,45,4366.224122,No,Yes
23023,Viman Nagar,2216,2,1,1988,Yes,12924942,37,5832.555054,Yes,Yes
23024,Pimpri-Chinchwad,1742,5,2,1980,Yes,12005291,45,6891.671068,Yes,Yes
23025,Pimpri-Chinchwad,1962,3,1,1986,Yes,14184207,39,7229.463303,Yes,Yes
23026,Kalyani Nagar,1940,3,2,1999,Yes,10830627,26,5582.797423,Yes,Yes
23027,Kalyani Nagar,1962,1,1,1988,No,4449650,37,2267.915392,No,No
23028,Kalyani Nagar,3077,4,3,2003,No,8324626,22,2705.435814,No,Yes
23029,Viman Nagar,912,3,3,1995,No,10504153,30,11517.71162,Yes,Yes
23030,Kalyani Nagar,2743,3,2,2017,No,8954804,8,3264.60226,No,Yes
23031,Hinjewadi,2740,3,3,1992,No,6404059,33,2337.24781,No,Yes
23032,Viman Nagar,1417,5,1,2002,Yes,7076520,23,4994.015526,No,Yes
23033,Viman Nagar,2882,3,1,2015,Yes,5692249,10,1975.103747,No,Yes
23034,Kalyani Nagar,2090,1,1,1994,Yes,13484966,31,6452.136842,Yes,Yes
23035,Kalyani Nagar,1087,3,2,2017,Yes,3580966,8,3294.356946,No,No
23036,Viman Nagar,1414,1,1,2019,Yes,11382344,6,8049.748232,Yes,Yes
23037,Pimpri-Chinchwad,1721,2,1,2013,Yes,9030334,12,5247.143521,No,Yes
23038,Pimpri-Chinchwad,1201,2,1,2018,No,11906099,7,9913.487927,Yes,Yes
23039,Kalyani Nagar,2329,2,3,1980,No,9355564,45,4016.987548,No,Yes
23040,Pimpri-Chinchwad,2539,2,3,1990,Yes,7868841,35,3099.189051,No,Yes
23041,Hinjewadi,2369,2,3,2003,No,8346956,22,3523.409033,No,Yes
23042,Hinjewadi,1914,4,3,1985,Yes,9922758,40,5184.304075,No,Yes
23043,Hinjewadi,2773,1,2,2003,Yes,2564471,22,924.8002164,No,No
23044,Viman Nagar,3457,4,2,1984,Yes,5078232,41,1468.970784,No,Yes
23045,Viman Nagar,1646,4,1,2020,Yes,8107890,5,4925.814095,No,Yes
23046,Viman Nagar,1709,3,1,1990,Yes,6368951,35,3726.712112,No,Yes
23047,Viman Nagar,1466,1,2,2017,Yes,11286983,8,7699.16985,Yes,Yes
23048,Viman Nagar,922,4,2,2013,No,4170255,12,4523.053145,No,No
23049,Kalyani Nagar,1823,5,2,2010,No,10221844,15,5607.155239,Yes,Yes
23050,Pimpri-Chinchwad,1301,5,2,2017,Yes,2779997,8,2136.815527,No,No
23051,Kalyani Nagar,1434,2,3,1991,No,2473040,34,1724.574616,No,No
23052,Pimpri-Chinchwad,1630,3,1,2001,No,13929009,24,8545.404294,Yes,Yes
23053,Kalyani Nagar,978,3,1,2013,No,8414766,12,8604.055215,No,Yes
23054,Hinjewadi,2561,2,2,2020,Yes,4528453,5,1768.236236,No,No
23055,Koregaon Park,1532,3,2,2003,Yes,4300022,22,2806.802872,No,No
23056,Viman Nagar,2664,4,1,1991,No,13637455,34,5119.16479,Yes,Yes
23057,Koregaon Park,2094,3,1,1986,No,5199832,39,2483.205349,No,Yes
23058,Koregaon Park,3396,1,2,2016,Yes,3897820,9,1147.767962,No,No
23059,Hinjewadi,1321,3,2,2020,Yes,6679711,5,5056.556397,No,Yes
23060,Koregaon Park,3281,4,1,1982,Yes,12965913,43,3951.817434,Yes,Yes
23061,Koregaon Park,1473,3,3,1990,No,7704009,35,5230.148676,No,Yes
23062,Hinjewadi,1544,3,3,2011,No,8340330,14,5401.768135,No,Yes
23063,Pimpri-Chinchwad,1514,4,3,2010,No,6139061,15,4054.861955,No,Yes
23064,Kalyani Nagar,1487,2,1,1996,No,14041787,29,9443.030935,Yes,Yes
23065,Koregaon Park,2773,4,3,2013,Yes,12490869,12,4504.460512,Yes,Yes
23066,Viman Nagar,3427,1,2,2012,Yes,12702732,13,3706.662387,Yes,Yes
23067,Hinjewadi,3087,5,3,2002,Yes,11665738,23,3778.988662,Yes,Yes
23068,Koregaon Park,1449,3,3,1998,No,7783351,27,5371.532781,No,Yes
23069,Pimpri-Chinchwad,1926,5,1,1986,No,7444965,39,3865.506231,No,Yes
23070,Pimpri-Chinchwad,2238,4,3,1985,No,11704124,40,5229.724754,Yes,Yes
23071,Viman Nagar,3473,3,1,2010,Yes,3678441,15,1059.153758,No,No
23072,Koregaon Park,1427,3,1,1994,No,8775923,31,6149.911002,No,Yes
23073,Viman Nagar,3216,5,2,1989,Yes,5522549,36,1717.21051,No,Yes
23074,Pimpri-Chinchwad,2602,1,3,1989,Yes,2234675,36,858.8297463,No,No
23075,Pimpri-Chinchwad,2339,3,1,1998,Yes,6743964,27,2883.268063,No,Yes
23076,Kalyani Nagar,3306,5,1,1980,Yes,12017318,45,3635.00242,Yes,Yes
23077,Pimpri-Chinchwad,1956,4,1,1991,Yes,3100573,34,1585.16002,No,No
23078,Hinjewadi,1224,5,2,1990,No,6000821,35,4902.631536,No,Yes
23079,Kalyani Nagar,1194,5,3,1991,No,14909947,34,12487.3928,Yes,Yes
23080,Viman Nagar,1871,2,2,1998,No,3764104,27,2011.814003,No,No
23081,Pimpri-Chinchwad,2644,5,3,2020,No,2736766,5,1035.085477,No,No
23082,Hinjewadi,3160,1,3,2007,Yes,8611141,18,2725.04462,No,Yes
23083,Kalyani Nagar,3099,5,2,1989,Yes,9117587,36,2942.106163,No,Yes
23084,Hinjewadi,3152,3,1,1993,No,12328540,32,3911.338832,Yes,Yes
23085,Kalyani Nagar,1757,2,1,1994,Yes,2967489,31,1688.952191,No,No
23086,Kalyani Nagar,2899,2,2,2006,Yes,11368905,19,3921.664367,Yes,Yes
23087,Kalyani Nagar,1042,2,3,1982,No,13609702,43,13061.13436,Yes,Yes
23088,Viman Nagar,876,3,2,2022,Yes,8704753,3,9936.932648,No,Yes
23089,Kalyani Nagar,2838,5,3,2006,No,10341096,19,3643.79704,Yes,Yes
23090,Kalyani Nagar,3145,5,2,2014,No,11525282,11,3664.636566,Yes,Yes
23091,Hinjewadi,1133,3,3,2019,Yes,12819602,6,11314.74139,Yes,Yes
23092,Kalyani Nagar,1986,5,2,1999,No,8785043,26,4423.485901,No,Yes
23093,Viman Nagar,1153,3,2,2004,No,6353234,21,5510.17693,No,Yes
23094,Hinjewadi,3110,1,1,2006,No,8755209,19,2815.179743,No,Yes
23095,Kalyani Nagar,2136,5,1,2012,No,6650472,13,3113.516854,No,Yes
23096,Hinjewadi,835,1,2,1992,Yes,3539004,33,4238.328144,No,No
23097,Viman Nagar,2882,3,2,2013,No,11210051,12,3889.677654,Yes,Yes
23098,Hinjewadi,2605,5,1,2021,Yes,8443027,4,3241.085221,No,Yes
23099,Viman Nagar,1385,2,3,1994,Yes,11769136,31,8497.571119,Yes,Yes
23100,Pimpri-Chinchwad,1554,5,2,1993,No,7529711,32,4845.373874,No,Yes
23101,Kalyani Nagar,880,2,1,2011,Yes,11769428,14,13374.35,Yes,Yes
23102,Viman Nagar,1129,5,2,1992,Yes,7841292,33,6945.342781,No,Yes
23103,Kalyani Nagar,3007,3,3,2010,No,4413757,15,1467.827403,No,No
23104,Viman Nagar,1606,2,3,2020,Yes,3846551,5,2395.112702,No,No
23105,Koregaon Park,3270,5,3,1983,No,12569601,42,3843.914679,Yes,Yes
23106,Koregaon Park,1223,4,1,2020,Yes,3479168,5,2844.781684,No,No
23107,Koregaon Park,2990,2,3,1987,No,3609695,38,1207.255853,No,No
23108,Viman Nagar,3024,1,3,2016,Yes,7687595,9,2542.194114,No,Yes
23109,Kalyani Nagar,1453,2,3,2017,Yes,4761963,8,3277.331727,No,No
23110,Koregaon Park,3246,5,2,2018,Yes,12558226,7,3868.831177,Yes,Yes
23111,Kalyani Nagar,2076,3,1,2000,Yes,11849630,25,5707.914258,Yes,Yes
23112,Viman Nagar,1189,2,2,2004,Yes,14220857,21,11960.35071,Yes,Yes
23113,Kalyani Nagar,2524,3,2,2008,No,9867311,17,3909.394216,No,Yes
23114,Kalyani Nagar,2087,2,1,2003,Yes,12813825,22,6139.829899,Yes,Yes
23115,Koregaon Park,2641,2,2,1990,Yes,8255175,35,3125.776221,No,Yes
23116,Hinjewadi,2658,3,1,2009,No,6975275,16,2624.25696,No,Yes
23117,Pimpri-Chinchwad,2298,1,2,1986,Yes,12893083,39,5610.567015,Yes,Yes
23118,Viman Nagar,2503,3,1,1989,Yes,8134487,36,3249.894926,No,Yes
23119,Viman Nagar,1690,1,3,2011,No,6597770,14,3904.005917,No,Yes
23120,Viman Nagar,2487,1,3,2005,Yes,3601605,20,1448.172497,No,No
23121,Pimpri-Chinchwad,2836,5,3,2010,No,3732215,15,1316.013752,No,No
23122,Hinjewadi,3014,3,2,2012,No,5254440,13,1743.344393,No,Yes
23123,Kalyani Nagar,2042,1,3,1996,No,14110890,29,6910.32811,Yes,Yes
23124,Viman Nagar,3227,2,3,1988,Yes,13227779,37,4099.094825,Yes,Yes
23125,Kalyani Nagar,1824,4,1,2001,Yes,14130604,24,7747.041667,Yes,Yes
23126,Koregaon Park,928,3,2,2013,No,4764258,12,5133.898707,No,No
23127,Koregaon Park,2455,3,2,2003,Yes,7016645,22,2858.10387,No,Yes
23128,Koregaon Park,1476,3,1,1986,Yes,6708790,39,4545.250678,No,Yes
23129,Viman Nagar,1451,2,1,1981,No,9434376,44,6501.982081,No,Yes
23130,Pimpri-Chinchwad,3427,1,3,2017,Yes,10015584,8,2922.551503,Yes,Yes
23131,Viman Nagar,3430,4,1,2004,Yes,11624739,21,3389.136735,Yes,Yes
23132,Koregaon Park,2060,3,1,2002,No,2479778,23,1203.775728,No,No
23133,Koregaon Park,1863,1,3,2010,Yes,14362374,15,7709.272142,Yes,Yes
23134,Viman Nagar,2478,3,1,2006,No,14815338,19,5978.748184,Yes,Yes
23135,Pimpri-Chinchwad,1465,2,2,1986,Yes,7861292,39,5366.069625,No,Yes
23136,Pimpri-Chinchwad,1208,5,3,2004,No,7020680,21,5811.821192,No,Yes
23137,Kalyani Nagar,2686,3,1,2017,No,7293402,8,2715.339538,No,Yes
23138,Hinjewadi,3384,5,2,1993,Yes,2144982,32,633.8599291,No,No
23139,Koregaon Park,2744,2,1,1997,No,5602092,28,2041.578717,No,Yes
23140,Pimpri-Chinchwad,1584,1,3,2000,No,12756695,25,8053.469066,Yes,Yes
23141,Koregaon Park,1130,2,1,1981,No,4455813,44,3943.197345,No,No
23142,Hinjewadi,1753,2,1,1997,Yes,8915959,28,5086.114661,No,Yes
23143,Koregaon Park,2702,5,1,1996,Yes,5560408,29,2057.88601,No,Yes
23144,Pimpri-Chinchwad,2048,3,2,2018,Yes,14536463,7,7097.882324,Yes,Yes
23145,Kalyani Nagar,2821,3,2,2022,No,9003447,3,3191.579936,No,Yes
23146,Viman Nagar,3238,1,2,1994,Yes,8457764,31,2612.033354,No,Yes
23147,Viman Nagar,3178,5,3,1991,Yes,5101276,34,1605.184393,No,Yes
23148,Pimpri-Chinchwad,1188,2,1,2016,Yes,7591774,9,6390.382155,No,Yes
23149,Pimpri-Chinchwad,1409,3,1,2004,No,11987456,21,8507.775727,Yes,Yes
23150,Hinjewadi,3256,4,2,1981,No,14217207,44,4366.464066,Yes,Yes
23151,Koregaon Park,1184,3,2,1989,Yes,13011911,36,10989.7897,Yes,Yes
23152,Hinjewadi,1757,3,3,1981,No,11990385,44,6824.351167,Yes,Yes
23153,Viman Nagar,2839,3,3,2022,No,9627650,3,3391.211694,No,Yes
23154,Koregaon Park,2797,5,1,2015,Yes,14183711,10,5071.044333,Yes,Yes
23155,Hinjewadi,1627,5,1,2011,Yes,10185694,14,6260.414259,Yes,Yes
23156,Viman Nagar,1444,1,3,1986,No,3393838,39,2350.303324,No,No
23157,Koregaon Park,1657,3,1,2023,Yes,12711616,2,7671.464092,Yes,Yes
23158,Kalyani Nagar,2869,5,1,1990,No,11328955,35,3948.74695,Yes,Yes
23159,Kalyani Nagar,2593,2,1,2019,Yes,13123206,6,5061.012727,Yes,Yes
23160,Hinjewadi,1925,1,3,1999,Yes,13598271,26,7064.036883,Yes,Yes
23161,Pimpri-Chinchwad,3362,5,1,2001,Yes,8980493,24,2671.175788,No,Yes
23162,Koregaon Park,1824,1,3,2002,No,5776011,23,3166.672697,No,Yes
23163,Hinjewadi,2817,4,1,1996,No,11964191,29,4247.139155,Yes,Yes
23164,Pimpri-Chinchwad,1962,5,1,1980,Yes,8926006,45,4549.442406,No,Yes
23165,Pimpri-Chinchwad,1565,5,1,1983,No,9635630,42,6156.952077,No,Yes
23166,Koregaon Park,1660,2,3,2015,No,14730185,10,8873.605422,Yes,Yes
23167,Koregaon Park,2570,1,1,2018,Yes,7294478,7,2838.318288,No,Yes
23168,Pimpri-Chinchwad,1213,1,2,1985,Yes,2321464,40,1913.82028,No,No
23169,Viman Nagar,1644,3,1,2018,Yes,5733008,7,3487.231144,No,Yes
23170,Hinjewadi,1932,4,1,1980,Yes,11055329,45,5722.219979,Yes,Yes
23171,Koregaon Park,1448,4,2,2007,No,3058336,18,2112.110497,No,No
23172,Pimpri-Chinchwad,999,5,2,1984,Yes,13843797,41,13857.65465,Yes,Yes
23173,Viman Nagar,2154,4,3,1987,Yes,3988249,38,1851.554782,No,No
23174,Kalyani Nagar,1231,4,3,1988,No,4446889,37,3612.419984,No,No
23175,Pimpri-Chinchwad,1651,3,2,2010,No,11729920,15,7104.736523,Yes,Yes
23176,Viman Nagar,2132,5,3,1983,No,7697295,42,3610.363508,No,Yes
23177,Kalyani Nagar,3243,2,2,1991,No,12600106,34,3885.324083,Yes,Yes
23178,Viman Nagar,2016,4,3,1995,Yes,6369150,30,3159.300595,No,Yes
23179,Koregaon Park,2172,1,1,2006,Yes,10464904,19,4818.095764,Yes,Yes
23180,Pimpri-Chinchwad,2575,1,1,2001,Yes,11909236,24,4624.946019,Yes,Yes
23181,Kalyani Nagar,3109,2,2,2009,No,7669691,16,2466.931811,No,Yes
23182,Viman Nagar,1482,2,3,1990,Yes,2592361,35,1749.231444,No,No
23183,Kalyani Nagar,1537,4,2,2011,Yes,12357459,14,8039.986337,Yes,Yes
23184,Hinjewadi,2184,4,1,1995,Yes,6349846,30,2907.438645,No,Yes
23185,Pimpri-Chinchwad,2546,2,3,2004,Yes,10872850,21,4270.561665,Yes,Yes
23186,Koregaon Park,3058,4,2,1999,Yes,7014330,26,2293.763898,No,Yes
23187,Kalyani Nagar,3484,2,1,1995,Yes,12225039,30,3508.909013,Yes,Yes
23188,Viman Nagar,2173,1,3,2004,Yes,13870971,21,6383.327658,Yes,Yes
23189,Kalyani Nagar,2524,5,2,1982,No,4143018,43,1641.449287,No,No
23190,Viman Nagar,1481,5,1,2001,Yes,14774614,24,9976.106685,Yes,Yes
23191,Kalyani Nagar,1934,1,2,1987,No,11229644,38,5806.434333,Yes,Yes
23192,Koregaon Park,3206,5,3,2005,Yes,6637688,20,2070.395508,No,Yes
23193,Koregaon Park,2016,2,2,2016,No,2155009,9,1068.952877,No,No
23194,Pimpri-Chinchwad,1079,2,3,1981,Yes,11430527,44,10593.63021,Yes,Yes
23195,Koregaon Park,3098,2,2,2010,No,2628552,15,848.4673983,No,No
23196,Kalyani Nagar,1937,2,3,1995,Yes,14765367,30,7622.801755,Yes,Yes
23197,Kalyani Nagar,1602,2,2,1997,No,7906674,28,4935.501873,No,Yes
23198,Koregaon Park,1848,5,3,1999,Yes,5108283,26,2764.222403,No,Yes
23199,Hinjewadi,2461,3,1,1992,No,8070074,33,3279.184884,No,Yes
23200,Kalyani Nagar,1070,4,1,1981,No,6696002,44,6257.945794,No,Yes
23201,Pimpri-Chinchwad,826,3,1,2003,Yes,2727243,22,3301.746973,No,No
23202,Hinjewadi,1198,1,2,2012,Yes,6941958,13,5794.622705,No,Yes
23203,Koregaon Park,2331,5,2,1994,No,5931168,31,2544.473616,No,Yes
23204,Viman Nagar,3287,1,1,2020,No,3429068,5,1043.221174,No,No
23205,Kalyani Nagar,1845,3,1,2018,No,7687791,7,4166.82439,No,Yes
23206,Viman Nagar,1526,3,3,2021,Yes,12804171,4,8390.675623,Yes,Yes
23207,Pimpri-Chinchwad,992,4,1,1986,Yes,3920458,39,3952.074597,No,No
23208,Hinjewadi,1953,1,1,2015,No,10386345,10,5318.149002,Yes,Yes
23209,Viman Nagar,3196,5,1,1996,Yes,4835443,29,1512.967146,No,No
23210,Pimpri-Chinchwad,2009,3,2,2020,Yes,9913907,5,4934.747138,No,Yes
23211,Viman Nagar,2661,5,2,1981,No,6175159,44,2320.615934,No,Yes
23212,Viman Nagar,2603,4,1,1993,No,3449540,32,1325.217057,No,No
23213,Pimpri-Chinchwad,1494,1,2,1998,No,7838911,27,5246.92838,No,Yes
23214,Kalyani Nagar,3490,5,2,1998,Yes,13933910,27,3992.524355,Yes,Yes
23215,Viman Nagar,3212,2,3,2020,No,2878266,5,896.0977584,No,No
23216,Pimpri-Chinchwad,2412,1,3,2001,No,7961591,24,3300.825456,No,Yes
23217,Viman Nagar,2529,4,3,2009,Yes,3993281,16,1578.996046,No,No
23218,Kalyani Nagar,891,5,1,2002,No,8738716,23,9807.762065,No,Yes
23219,Pimpri-Chinchwad,1598,5,2,2014,Yes,13439853,11,8410.421151,Yes,Yes
23220,Viman Nagar,2955,2,2,1987,Yes,11334160,38,3835.58714,Yes,Yes
23221,Koregaon Park,2459,4,1,1980,No,6472857,45,2632.312729,No,Yes
23222,Kalyani Nagar,2559,1,2,2003,No,2941088,22,1149.31145,No,No
23223,Viman Nagar,3487,5,2,1991,Yes,10839343,34,3108.501004,Yes,Yes
23224,Hinjewadi,2865,2,3,2000,No,7094522,25,2476.272949,No,Yes
23225,Pimpri-Chinchwad,3021,4,3,2022,Yes,3022518,3,1000.502483,No,No
23226,Viman Nagar,2361,5,1,1988,Yes,5822248,37,2466.009318,No,Yes
23227,Kalyani Nagar,3383,3,2,2007,Yes,6192120,18,1830.363583,No,Yes
23228,Kalyani Nagar,2504,5,2,1982,Yes,11717360,43,4679.456869,Yes,Yes
23229,Hinjewadi,3111,1,3,2014,No,14356633,11,4614.79685,Yes,Yes
23230,Hinjewadi,1997,4,3,1993,No,13184844,32,6602.325488,Yes,Yes
23231,Viman Nagar,2297,3,2,2022,No,9034116,3,3933.00653,No,Yes
